Order ID,Customer_Name,Category,Sales,Final_Sales,Profit
US-2017-168116,Grant Thornton,Technology,7999.98,9439.98,-3839.9904
CA-2014-157784,Michael Chen,Technology,479.97,566.36,163.1898
US-2014-117135,Naresj Patel,Technology,284.82,336.09,74.0532
CA-2015-131534,Alan Barnes,Technology,166.24,196.16,24.936
CA-2014-138527,Brad Norvell,Technology,15.216,17.95,2.2824
CA-2014-112158,David Philippe,Technology,119.96,141.55,52.7824
US-2017-100048,Roland Schwarz,Technology,307.98,363.42,89.3142
US-2017-100048,Roland Schwarz,Technology,299.97,353.96,113.9886
CA-2017-144113,Jay Fein,Technology,55.992,66.07,5.5992
CA-2017-131954,Darrin Sayre,Technology,179.97,212.36,86.3856
CA-2014-132500,Gary Zandusky,Technology,49.98,58.98,8.4966
CA-2016-150889,Peter B�hler,Technology,11.992,14.15,0.8994
CA-2016-110499,Yoseph Carroll,Technology,1199.976,1415.97,374.9925
CA-2014-106803,Debra Catini,Technology,119.8,141.36,47.92
CA-2015-114923,Lisa Hazard,Technology,107.982,127.42,-26.9955
CA-2014-162775,Chris Selesnick,Technology,646.74,763.15,258.696
CA-2017-104220,Benjamin Venier,Technology,207.0,244.26,51.75
US-2015-157014,Bryan Mills,Technology,24.0,28.32,-2.7
US-2015-157014,Bryan Mills,Technology,47.984,56.62,0.5998
CA-2016-105256,Joe Kamberova,Technology,1363.96,1609.47,85.2475
CA-2017-105809,Helen Wasserman,Technology,215.968,254.84,18.8972
CA-2014-134313,Russell Applegate,Technology,1983.968,2341.08,247.996
CA-2015-140921,Allen Armold,Technology,149.97,176.96,50.9898
CA-2014-151995,Zuschuss Carroll,Technology,25.78,30.42,2.578
CA-2017-143686,Pauline Johnson,Technology,1399.93,1651.92,601.9699
CA-2017-101434,Toby Ritter,Technology,239.97,283.16,71.991
US-2014-102071,Patrick Gardner,Technology,67.8,80.0,4.068
US-2014-102071,Patrick Gardner,Technology,167.97,198.2,40.3128
CA-2017-129462,Joel Eaton,Technology,191.98,226.54,51.8346
CA-2017-129462,Joel Eaton,Technology,65.99,77.87,17.1574
CA-2016-165316,Jennifer Braxton,Technology,265.475,313.26,-111.4995
US-2016-137547,Ed Braxton,Technology,21.072,24.86,1.5804
CA-2015-114300,Art Foster,Technology,83.72,98.79,23.4416
CA-2014-107755,Cyma Kinney,Technology,115.36,136.12,49.6048
CA-2016-134474,Anthony Johnson,Technology,191.472,225.94,40.6878
CA-2016-134474,Anthony Johnson,Technology,59.184,69.84,5.1786
CA-2016-158099,Paul Knutson,Technology,280.782,331.32,-46.797
CA-2016-116736,Chuck Clark,Technology,29.99,35.39,13.1956
CA-2016-116736,Chuck Clark,Technology,371.97,438.92,66.9546
CA-2017-132934,Jeremy Ellison,Technology,149.95,176.94,14.995
CA-2017-133256,Tracy Hopkins,Technology,543.92,641.83,135.98
CA-2017-132353,Dave Brooks,Technology,323.976,382.29,20.2485
CA-2017-143259,Patrick O'Donnell,Technology,90.93,107.3,2.7279
CA-2017-137596,Bill Eplett,Technology,1199.8,1415.76,323.946
CA-2017-137596,Bill Eplett,Technology,1928.78,2275.96,829.3754
CA-2017-102519,Brian Moss,Technology,143.73,169.6,56.0547
CA-2015-111164,Sanjit Engle,Technology,85.14,100.47,34.9074
CA-2015-111164,Sanjit Engle,Technology,21.99,25.95,10.5552
CA-2014-132962,Jessica Myrick,Technology,252.0,297.36,53.55
US-2017-111745,Ruben Ausman,Technology,159.99,188.79,54.3966
CA-2017-102414,Joseph Airdo,Technology,29.592,34.92,2.5893
CA-2014-115791,Delfina Latchford,Technology,124.2,146.56,-31.05
US-2017-103247,Phillina Ober,Technology,160.93,189.9,3.2186
CA-2017-159366,Bart Watters,Technology,3059.982,3610.78,679.996
CA-2014-163419,Tracy Zic,Technology,559.984,660.78,55.9984
CA-2017-100314,Ann Steele,Technology,336.51,397.08,44.868
CA-2014-117639,Mitch Willingham,Technology,617.97,729.2,173.0316
CA-2015-124891,Rick Hansen,Technology,2309.65,2725.39,762.1845
CA-2017-135034,Annie Thurman,Technology,95.984,113.26,5.999
US-2015-126214,John Stevenson,Technology,99.6,117.53,36.852
CA-2015-108665,Kalyca Meade,Technology,124.95,147.44,2.499
CA-2015-124450,Greg Tran,Technology,1379.92,1628.31,648.5624
CA-2016-126529,Deanra Eno,Technology,15.588,18.39,-9.8724
CA-2014-163552,Laura Armstrong,Technology,197.97,233.6,57.4113
CA-2016-102981,Mary O'Rourke,Technology,31.86,37.59,11.151
CA-2016-169103,Zuschuss Carroll,Technology,1363.96,1609.47,85.2475
CA-2014-139192,Lena Creighton,Technology,1113.504,1313.93,125.2692
CA-2014-139192,Lena Creighton,Technology,99.99,117.99,37.9962
CA-2015-161263,Theresa Swint,Technology,118.782,140.16,-27.7158
CA-2016-134348,Maurice Satty,Technology,31.984,37.74,1.999
US-2016-143819,Karen Daniels,Technology,4899.93,5781.92,2400.9657
CA-2016-166163,Craig Yedwab,Technology,71.976,84.93,7.1976
CA-2017-158407,Lindsay Williams,Technology,71.984,84.94,25.1944
CA-2015-143490,Naresj Patel,Technology,219.184,258.64,19.1786
CA-2016-107216,Paul Van Hugh,Technology,29.29,34.56,9.6657
US-2016-110156,Eric Hoffmann,Technology,71.96,84.91,25.186
CA-2017-140585,Russell Applegate,Technology,119.98,141.58,57.5904
CA-2015-142755,Christine Sundaresam,Technology,619.95,731.54,111.591
US-2014-147627,Hunter Lopez,Technology,699.93,825.92,181.9818
CA-2014-146969,Arthur Prichep,Technology,686.32,809.86,223.054
CA-2015-112452,Nat Carroll,Technology,10.95,12.92,0.438
CA-2015-112452,Nat Carroll,Technology,599.98,707.98,209.993
CA-2014-127964,Anne Pryor,Technology,9.99,11.79,4.5954
CA-2015-125416,Kelly Collister,Technology,447.93,528.56,49.2723
CA-2016-113621,Joel Eaton,Technology,179.97,212.36,44.9925
CA-2016-168081,Cathy Armstrong,Technology,258.696,305.26,64.674
CA-2014-128146,Dave Brooks,Technology,1322.93,1561.06,357.1911
CA-2017-138779,Rob Beeghly,Technology,7.92,9.35,0.693
CA-2017-117212,Bradley Talbott,Technology,889.536,1049.65,66.7152
CA-2016-130946,Zuschuss Carroll,Technology,431.928,509.68,64.7892
CA-2017-133235,Larry Hughes,Technology,271.96,320.91,16.9975
US-2017-118087,Stefania Perrino,Technology,95.88,113.14,28.764
US-2017-118087,Stefania Perrino,Technology,258.696,305.26,64.674
US-2017-118087,Stefania Perrino,Technology,1931.958,2279.71,-386.3916
CA-2014-110184,Ben Ferrer,Technology,255.936,302.0,28.7928
CA-2016-126004,Becky Martin,Technology,78.15,92.22,34.386
CA-2016-153682,Brooke Gillingham,Technology,839.988,991.19,69.999
CA-2016-128727,Meg O'Connel,Technology,22.0,25.96,5.5
CA-2015-154956,Irene Maddox,Technology,1099.96,1297.95,285.9896
CA-2017-144638,Mick Hernandez,Technology,35.91,42.37,-8.379
US-2016-168620,Ross Baird,Technology,255.68,301.7,76.704
CA-2017-117079,Jocasta Rupert,Technology,863.88,1019.38,107.985
CA-2016-155992,Chris Cortes,Technology,69.9,82.48,18.873
CA-2016-119186,Maurice Satty,Technology,63.992,75.51,-7.1991
CA-2014-163293,Karen Carlisle,Technology,32.97,38.9,12.8583
CA-2014-163293,Karen Carlisle,Technology,83.88,98.98,30.1968
CA-2016-160815,Toby Ritter,Technology,278.4,328.51,80.736
CA-2016-134425,Quincy Jones,Technology,114.95,135.64,2.299
US-2017-126179,Chuck Sachs,Technology,287.97,339.8,77.7519
CA-2016-101966,Bryan Mills,Technology,419.944,495.53,52.493
CA-2017-157651,Helen Andreada,Technology,14.2,16.76,3.3725
CA-2014-160773,Laurel Workman,Technology,575.92,679.59,71.99
CA-2017-127705,Alejandro Ballentine,Technology,2.97,3.5,-0.6435
CA-2017-100524,Chad McGuire,Technology,677.58,799.54,176.1708
CA-2017-113481,Aaron Smayling,Technology,695.7,820.93,-27.828
CA-2017-162978,Lindsay Williams,Technology,183.96,217.07,20.6955
CA-2017-125199,Harry Marie,Technology,309.576,365.3,-56.7556
US-2017-155425,Ann Blume,Technology,95.994,113.27,-63.996
US-2017-155425,Ann Blume,Technology,239.952,283.14,-35.9928
US-2017-155425,Ann Blume,Technology,201.584,237.87,15.1188
CA-2017-136672,Michael Granlund,Technology,49.08,57.91,4.908
CA-2014-126361,Valerie Dominguez,Technology,399.96,471.95,34.9965
US-2016-108504,Paul Prost,Technology,104.85,123.72,28.3095
US-2016-108504,Paul Prost,Technology,484.83,572.1,126.0558
CA-2016-124485,Nat Carroll,Technology,88.4,104.31,11.492
CA-2016-159212,Katherine Murray,Technology,21.8,25.72,6.104
US-2014-118486,Shirley Daniels,Technology,116.784,137.81,21.897
CA-2017-115994,Beth Thompson,Technology,239.97,283.16,26.3967
CA-2015-126697,Stuart Van,Technology,946.344,1116.69,118.293
CA-2015-126697,Stuart Van,Technology,151.2,178.42,32.13
CA-2015-124800,Rick Wilson,Technology,263.96,311.47,23.0965
CA-2017-122700,Liz Thompson,Technology,220.752,260.49,-40.4712
CA-2015-139731,Joel Eaton,Technology,263.88,311.38,42.8805
CA-2016-133725,Ken Lonsdale,Technology,1979.928,2336.32,148.4946
CA-2017-102337,Shirley Daniels,Technology,47.984,56.62,5.998
CA-2015-145821,Jennifer Braxton,Technology,88.752,104.73,11.094
CA-2016-133711,Mark Cousins,Technology,3040.0,3587.2,1459.2
CA-2016-152289,Linda Cazamias,Technology,159.984,188.78,43.9956
CA-2014-151708,Maria Bertelson,Technology,95.976,113.25,-10.7973
CA-2015-100769,Tracy Hopkins,Technology,255.968,302.04,31.996
CA-2017-121468,Katherine Ducich,Technology,31.968,37.72,2.3976
US-2016-108098,Christine Phan,Technology,177.0,208.86,30.09
CA-2015-140410,Corinna Mitchell,Technology,1212.848,1431.16,106.1242
CA-2015-140410,Corinna Mitchell,Technology,89.97,106.16,37.7874
CA-2016-100468,Alyssa Tate,Technology,33.52,39.55,3.352
CA-2016-134208,Cindy Stewart,Technology,396.0,467.28,190.08
CA-2017-121888,Carl Ludwig,Technology,39.99,47.19,11.5971
CA-2014-134278,Emily Phan,Technology,559.992,660.79,174.9975
CA-2017-120761,Aimee Bixby,Technology,91.96,108.51,39.5428
CA-2015-132101,Jesus Ocampo,Technology,453.576,535.22,39.6879
CA-2015-129112,Anthony Witt,Technology,21.48,25.35,-0.2685
US-2014-157385,Sanjit Chand,Technology,29.99,35.39,6.2979
CA-2014-101602,Mick Crebagga,Technology,40.68,48.0,-9.153
CA-2015-131338,Naresj Patel,Technology,307.98,363.42,89.3142
CA-2015-131338,Naresj Patel,Technology,979.95,1156.34,274.386
CA-2015-131338,Naresj Patel,Technology,247.8,292.4,34.692
CA-2015-122826,Rick Duston,Technology,201.568,237.85,22.6764
US-2016-115819,Jas O'Carroll,Technology,39.96,47.15,12.987
CA-2014-156349,Marina Lichtenstein,Technology,201.584,237.87,20.1584
CA-2014-156349,Marina Lichtenstein,Technology,83.984,99.1,31.494
US-2016-113509,Paul Lucas,Technology,83.976,99.09,-13.6461
CA-2017-108560,Jenna Caffey,Technology,50.0,59.0,10.5
CA-2015-157084,James Galang,Technology,675.96,797.63,84.495
CA-2015-157084,James Galang,Technology,1265.85,1493.7,556.974
CA-2016-106530,Clay Ludtke,Technology,58.112,68.57,7.264
CA-2014-168984,Natalie Webber,Technology,438.336,517.24,-87.6672
CA-2015-111829,Fred Hopkins,Technology,3149.93,3716.92,1480.4671
CA-2015-105221,Valerie Mitchum,Technology,35.36,41.72,-3.094
CA-2015-120341,Sarah Foster,Technology,45.894,54.15,-9.1788
US-2017-132444,Christina DeMoss,Technology,132.52,156.37,54.3332
CA-2017-161809,Thea Hendricks,Technology,160.776,189.72,10.0485
CA-2017-144526,Quincy Jones,Technology,677.58,799.54,-158.102
CA-2016-128531,Neola Schneider,Technology,297.576,351.14,-7.4394
CA-2016-128531,Neola Schneider,Technology,94.992,112.09,-2.3748
CA-2017-159457,Rick Duston,Technology,16.68,19.68,5.2125
CA-2016-107615,Robert Barroso,Technology,58.58,69.12,19.3314
CA-2017-111647,Rob Dowd,Technology,167.968,198.2,62.988
CA-2014-122882,Sean Braxton,Technology,32.382,38.21,4.3176
CA-2014-122882,Sean Braxton,Technology,399.54,471.46,-559.356
US-2016-158708,Alejandro Ballentine,Technology,13.616,16.07,3.5742
CA-2015-156335,Phillina Ober,Technology,63.96,75.47,19.8276
CA-2015-156335,Phillina Ober,Technology,104.98,123.88,52.49
CA-2017-123491,Jamie Kunitz,Technology,148.48,175.21,16.704
US-2015-123218,Katherine Ducich,Technology,159.984,188.78,11.9988
US-2015-123218,Katherine Ducich,Technology,255.968,302.04,51.1936
CA-2016-106894,Christina Anderson,Technology,100.0,118.0,21.0
CA-2017-101483,Anna Gayman,Technology,22.0,25.96,1.375
CA-2015-130204,David Bremer,Technology,17.9,21.12,3.401
CA-2015-130204,David Bremer,Technology,129.45,152.75,46.602
CA-2017-152807,Mick Crebagga,Technology,442.4,522.03,-55.3
CA-2015-135622,Tonja Turnell,Technology,1718.4,2027.71,150.36
CA-2014-139017,Raymond Messe,Technology,46.864,55.3,7.6154
CA-2016-129686,Greg Guthrie,Technology,62.4,73.63,19.5
CA-2016-124667,Bryan Davis,Technology,59.97,70.76,14.9925
CA-2017-166317,Jim Epp,Technology,98.16,115.83,9.816
CA-2017-166317,Jim Epp,Technology,86.97,102.62,25.2213
CA-2015-154326,Roy Phan,Technology,134.97,159.26,64.7856
CA-2015-154326,Roy Phan,Technology,699.98,825.98,195.9944
CA-2015-154326,Roy Phan,Technology,139.95,165.14,26.5905
US-2017-139465,Mathew Reese,Technology,347.97,410.6,100.9113
CA-2017-158379,Joseph Airdo,Technology,79.984,94.38,22.9954
US-2016-116729,Grace Kelly,Technology,2575.944,3039.61,257.5944
US-2016-116729,Grace Kelly,Technology,254.24,300.0,76.272
CA-2016-164938,Phillip Breyer,Technology,69.93,82.52,0.6993
CA-2016-109344,Cathy Hwang,Technology,1127.976,1331.01,126.8973
CA-2014-103373,Bruce Stewart,Technology,779.796,920.16,-168.9558
CA-2017-145884,Sara Luxemburg,Technology,1439.92,1699.11,374.3792
CA-2017-162691,Aaron Smayling,Technology,1439.982,1699.18,-263.9967
US-2017-113852,Giulietta Weimer,Technology,90.57,106.87,11.7741
CA-2015-160472,Ralph Kennedy,Technology,831.2,980.82,124.68
CA-2015-121608,Jennifer Braxton,Technology,100.49,118.58,25.1225
US-2017-121251,Gary McGarr,Technology,119.96,141.55,33.5888
US-2017-116659,Nat Gilpin,Technology,370.782,437.52,-92.6955
CA-2017-112039,John Castell,Technology,470.376,555.04,47.0376
CA-2017-118885,James Galang,Technology,302.376,356.8,22.6782
CA-2016-151141,Dianna Wilson,Technology,14.78,17.44,3.9906
CA-2017-167094,Damala Kotsonis,Technology,28.4,33.51,6.745
CA-2016-105963,Stewart Carmichael,Technology,99.39,117.28,40.7499
CA-2017-121503,Frank Hawley,Technology,597.132,704.62,49.761
CA-2014-103366,Erica Hackney,Technology,149.95,176.94,65.978
CA-2015-123673,Cathy Hwang,Technology,299.9,353.88,74.975
CA-2016-156685,Scot Coram,Technology,863.64,1019.1,107.955
CA-2017-102834,Lindsay Williams,Technology,199.98,235.98,69.993
US-2016-139710,Greg Matthias,Technology,177.48,209.43,19.9665
US-2017-101539,Valerie Mitchum,Technology,659.976,778.77,49.4982
CA-2016-152121,Craig Carreira,Technology,271.992,320.95,23.7993
CA-2017-101245,Lindsay Williams,Technology,166.16,196.07,59.8176
CA-2016-108581,Erin Ashbrook,Technology,95.968,113.24,26.3912
CA-2017-157987,Ann Chong,Technology,197.97,233.6,57.4113
CA-2017-157987,Ann Chong,Technology,238.0,280.84,38.08
CA-2017-157987,Ann Chong,Technology,167.97,198.2,40.3128
CA-2017-110905,Robert Waldorf,Technology,296.85,350.28,53.433
CA-2017-110905,Robert Waldorf,Technology,112.8,133.1,6.768
CA-2017-165841,Dean Braden,Technology,281.97,332.72,78.9516
CA-2017-117485,Bill Donatelli,Technology,291.96,344.51,102.186
CA-2017-140242,Max Ludwig,Technology,408.744,482.32,76.6395
CA-2014-148950,Joy Daniels,Technology,35.016,41.32,-2.1885
CA-2014-110408,Alan Schoenberger,Technology,1394.95,1646.04,362.687
CA-2014-122749,Nathan Gelder,Technology,479.96,566.35,134.3888
CA-2016-147417,Christy Brittain,Technology,1439.976,1699.17,191.9968
CA-2014-131905,Neil Ducich,Technology,161.61,190.7,42.0186
CA-2014-131905,Neil Ducich,Technology,144.95,171.04,42.0355
CA-2017-166128,Luke Weiss,Technology,199.95,235.94,21.9945
CA-2014-111150,Rob Williams,Technology,47.53,56.09,16.1602
CA-2015-155761,Stuart Calhoun,Technology,159.984,188.78,35.9964
CA-2016-131835,Matt Collister,Technology,597.0,704.46,280.59
CA-2017-120376,Theone Pippenger,Technology,199.95,235.94,63.984
CA-2017-120376,Theone Pippenger,Technology,84.99,100.29,30.5964
CA-2014-106439,Greg Guthrie,Technology,251.91,297.25,47.8629
CA-2015-133452,Zuschuss Carroll,Technology,199.96,235.95,69.986
CA-2017-122504,Deborah Brumfield,Technology,59.97,70.76,13.7931
CA-2017-122504,Deborah Brumfield,Technology,761.544,898.62,66.6351
CA-2015-120103,Maribeth Schnelling,Technology,111.984,132.14,11.1984
CA-2017-124401,Ruben Dartt,Technology,279.944,330.33,80.4839
CA-2017-167101,Brian Moss,Technology,26.0,30.68,11.7
CA-2015-164882,Sandra Glassco,Technology,1295.84,1529.09,145.782
CA-2017-144862,Erica Hernandez,Technology,62.958,74.29,9.4437
CA-2014-126032,Brian Stugart,Technology,86.376,101.92,1.0797
CA-2015-122210,William Brown,Technology,94.92,112.01,15.82
CA-2016-155481,Dean Katz,Technology,23.988,28.31,-4.7976
CA-2017-102771,Denny Ordway,Technology,84.95,100.24,22.087
CA-2014-167360,Richard Bierner,Technology,111.79,131.91,43.5981
CA-2016-154018,Helen Andreada,Technology,191.976,226.53,23.997
CA-2017-117870,John Huston,Technology,71.976,84.93,-8.997
CA-2017-117870,John Huston,Technology,107.982,127.42,-26.9955
CA-2016-128818,Caroline Jumper,Technology,3999.95,4719.94,1159.9855
CA-2016-128818,Caroline Jumper,Technology,199.95,235.94,21.9945
CA-2016-101378,Rob Haberlin,Technology,29.0,34.22,7.25
CA-2017-143063,Ivan Liston,Technology,1454.49,1716.3,378.1674
CA-2016-128412,Arthur Prichep,Technology,44.75,52.81,8.5025
US-2014-165659,Liz Thompson,Technology,881.93,1040.68,229.3018
US-2014-103905,Arthur Wiediger,Technology,38.272,45.16,3.8272
